UJAHR,UMONAT,USTUNDE,lon,lat
2017,01,10,13.770234236000022,51.06632295900005
2017,01,16,13.742021522000073,51.064675134000026
2017,01,13,13.700502843000038,51.09184893500003
2017,03,07,13.702332149000028,51.04375569500007
2017,03,07,13.824628919000077,51.05796010500006
2017,02,16,13.69352910300006,51.061065547000055
2017,02,06,13.74202034800004,51.06467524100003
2017,02,07,13.776358661000074,51.06740202300006
2017,02,08,13.73914860900004,51.06425974900003
2017,02,08,13.845545549000065,51.128284790000066
2017,03,13,13.644961744000057,51.01460294300006
2017,03,14,13.71649018100004,51.07762025100004
2017,03,15,13.838824738000028,51.06225918600006
2017,03,20,13.721435387000042,51.03437434400007
2017,03,14,13.737168738000037,51.063252110000064
2017,03,14,13.676607574000059,51.06477318600008
2017,04,11,13.76816877400006,51.01585800700008
2017,04,06,13.723641688000043,51.04531424100003
2017,03,10,13.72148425000006,51.04190511400003
2017,03,07,13.720619510000063,51.04923251800005
2017,03,15,13.825141716000076,51.17648183400007
2017,04,23,13.702690232000066,51.06137082500004
2017,03,15,13.739053702000035,51.07393260200007
2017,03,10,13.746977642000047,51.066038810000066
2017,04,08,13.713290218000054,51.08119910200003
2017,03,16,13.702532675000043,51.09033467200004
2017,03,15,13.75986477400005,51.08133500500003
2017,03,07,13.774185855000042,51.10936724000004
2017,03,16,13.641085685000064,51.10659217600005
2017,03,16,13.736942494000061,51.09325700100004
2017,03,07,13.713290218000054,51.08119910200003
2017,04,13,13.720530171000064,51.09303237300003
2017,03,16,13.630465948000051,51.108135127000025
2017,03,17,13.718068995000067,51.035881818000064
2017,03,17,13.63801465000006,51.01875852000006
2017,03,17,13.700484217000053,51.09186193200003
2017,03,08,13.72795166800006,51.04337697300008
2017,03,14,13.632616552000059,51.107818010000074
2017,03,07,13.823882510000033,51.17279268800007
2017,03,16,13.838257407000071,51.186397645000056
2017,03,15,13.68307095800003,51.061830196000074
2017,03,17,13.756247450000046,51.02585704100005
2017,03,17,13.77284454200003,51.06679757400008
2017,03,05,13.763255549000064,51.12065318700007
2017,03,12,13.701943343000039,51.05916228900003
2017,03,08,13.729357544000038,51.083157861000075
2017,04,14,13.816639312000063,51.05465439200003
2017,05,15,13.742018586000029,51.064675400000056
2017,05,10,13.861504879000051,51.01512292600006
2017,05,20,13.614225843000042,51.113946687000066
2017,05,11,13.722182147000069,51.05406227600008
2017,04,13,13.734004259000073,51.07498285500003
2017,06,19,13.869905778000032,51.04820489900004
2017,05,05,13.619045604000064,51.11279821200003
2017,05,15,13.77953814500006,51.066933739000035
2017,05,19,13.671287987000028,51.070897683000055
2017,05,13,13.776903453000045,51.013099631000046
2017,05,16,13.761298080000074,51.08337479800008
2017,05,07,13.653663590000065,51.13808513400005
2017,05,07,13.768258139000068,51.01985909200005
2017,05,06,13.739365161000023,51.078705453000055
2017,05,16,13.692830878000052,51.04292127100007
2017,06,09,13.733049656000048,51.066610799000046
2017,05,09,13.760466981000036,51.08217892500005
2017,05,08,13.74541995900006,51.04906523900007
2017,05,11,13.760158382000043,51.02329754400006
2017,05,14,13.698989660000052,51.05956906100005
2017,06,07,13.783881484000062,51.114206815000045
2017,06,14,13.723210764000044,51.089837945000056
2017,05,20,13.62586347100006,51.10962298000004
2017,04,20,13.713832988000036,51.080420418000074
2017,04,18,13.733357837000028,51.03891691600006
2017,05,16,13.720369747000063,51.09324589500005
2017,06,09,13.739308193000056,51.073961541000074
2017,05,15,13.735191523000026,51.07338980800006
2017,06,22,13.688293472000055,51.04075035400007
2017,05,15,13.698276609000061,51.09344781600004
2017,05,21,13.702024549000043,51.09078326300005
2017,05,09,13.701574004000065,51.03059188200007
2017,04,10,13.706541082000058,51.028698785000074
2017,04,15,13.741206567000063,51.04631341800007
2017,05,13,13.662392510000075,51.10554999200008
2017,05,18,13.737491276000071,51.08711012900005
2017,05,09,13.751912765000043,51.06297131400004
2017,05,15,13.654962139000077,51.105416354000056
2017,04,10,13.788555880000047,51.07022458500006
2017,04,07,13.75909088800006,51.02407882400007
2017,04,16,13.750694152000051,51.07137573800003
2017,05,01,13.737522279000075,51.08719976100008
2017,06,19,13.703581642000074,51.03461852100003
2017,05,17,13.73994381500006,51.06455422400006
2017,04,18,13.747134827000025,51.05445364900004
2017,04,14,13.761247239000056,51.06392989400007
2017,05,16,13.72298825300004,51.03333279700007
2017,05,13,13.734378056000025,51.06161601300005
2017,05,17,13.721484820000057,51.04190533700006
2017,05,07,13.731215461000033,51.03434022500005
2017,05,15,13.716169765000075,51.03736661100004
2017,05,12,13.743458028000077,51.04759266900004
2017,06,22,13.708797835000041,51.08435201600008
2017,06,11,13.747519345000057,51.05164699200003
2017,06,15,13.736406973000044,51.06383463100008
2017,06,12,13.735740699000075,51.099720554000044
2017,06,09,13.713819330000035,51.08043873500003
2017,06,13,13.792632680000054,51.182212607000054
2017,06,12,13.738397404000068,51.059877752000034
2017,06,17,13.720618245000026,51.04924281800004
2017,06,20,13.73687082400005,51.06310919300006
2017,06,13,13.634069510000074,51.10759517400004
2017,06,14,13.690959254000063,51.07845479100007
2017,06,07,13.751889204000065,51.06297332500003
2017,06,06,13.727335125000025,51.057967389000055
2017,06,11,13.826782887000036,51.18093951800006
2017,06,22,13.701735161000045,51.090981784000064
2017,06,15,13.766897305000043,51.09440505400005
2017,06,21,13.714939572000048,51.079011319000074
2017,06,17,13.839740192000022,51.12603953900003
2017,06,14,13.783828154000048,51.009678706000045
2017,06,22,13.727225584000053,51.05801000400004
2017,06,01,13.801852948000032,51.06584824500004
2017,06,16,13.732509836000077,51.07794813400005
2017,06,04,13.747314853000034,51.063627266000026
2017,06,21,13.73179245800003,51.02526748100007
2017,06,13,13.869946994000031,51.048179212000036
2017,07,10,13.73628844600006,51.096533572000055
2017,06,16,13.665425003000053,51.10488529100007
2017,06,14,13.76689751300006,51.094405523000034
2017,06,15,13.706628082000066,51.01959123200004
2017,06,22,13.747034239000072,51.066570124000066
2017,06,10,13.779537278000078,51.06693397600003
2017,06,19,13.728976378000027,51.059314544000074
2017,06,16,13.760467447000053,51.08217959600006
2017,06,07,13.697981612000035,51.02257160200003
2017,06,07,13.662055611000028,51.011649660000046
2017,06,18,13.750725541000065,51.07140621800005
2017,07,09,13.747429562000036,51.05273744600004
2017,07,14,13.736794215000032,51.07154222100007
2017,07,15,13.715549077000048,51.099221569000065
2017,06,23,13.726034864000042,51.05702137600008
2017,07,06,13.692338139000071,51.00988946700005
2017,07,15,13.665676028000064,51.01476942200003
2017,07,17,13.705136356000025,51.03832240600008
2017,07,17,13.688112252000053,51.09947927400003
2017,07,18,13.619485058000066,51.04413809700003
2017,07,06,13.67224247200005,51.050253903000055
2017,08,19,13.730443732000026,51.02221871000006
2017,08,07,13.745646383000064,51.04932172200006
2017,07,21,13.736434407000047,51.063810054000044
2017,08,01,13.710506486000043,51.06158650700007
2017,08,18,13.768127525000068,51.06578652200005
2017,07,09,13.694665551000071,51.09603512800004
2017,08,18,13.719196884000041,51.076467465000064
2017,08,16,13.731209312000033,51.034329187000026
2017,08,06,13.723200977000033,51.03394407700006
2017,07,00,13.746049957000025,51.057474795000076
2017,07,10,13.683295000000044,51.00306564300007
2017,08,11,13.657678812000029,51.10558206800005
2017,08,17,13.753787889000023,51.06288223400003
2017,08,13,13.738091362000034,51.02901762300007
2017,07,08,13.884814298000038,51.06092906300006
2017,08,06,13.679601184000035,51.06262076400003
2017,07,16,13.821492759000023,51.17003783800004
2017,08,09,13.77420746200005,51.067036683000026
2017,08,14,13.730734674000075,51.03023196400005
2017,07,14,13.774990105000029,51.01352063600007
2017,07,21,13.701824501000033,51.03067234000008
2017,07,07,13.728208023000036,51.071100571000045
2017,07,22,13.709066380000024,51.084340145000056
2017,07,00,13.716869903000031,51.07744418400006
2017,07,13,13.736446109000042,51.042337659000054
2017,07,08,13.679600729000072,51.06262107400005
2017,07,16,13.723744236000073,51.04538909400003
2017,07,16,13.680868151000027,51.048669751000034
2017,07,20,13.761330120000025,51.02267228200003
2017,07,01,13.739276128000029,51.07170310500004
2017,07,13,13.824861015000067,51.17543128500006
2017,07,06,13.689854441000023,51.071983491000026
2017,07,10,13.72671856900007,51.05933615100008
2017,07,04,13.714616315000058,51.07947263400007
2017,07,20,13.643703689000063,51.080128579000075
2017,07,18,13.681211848000032,51.061862543000075
2017,07,14,13.625437181000052,51.040815251000026
2017,07,02,13.781140145000052,51.01148091700003
2017,08,07,13.699302737000039,51.03188649900005
2017,08,06,13.816221350000035,51.064580610000064
2017,09,09,13.719231611000055,51.076453797000056
2017,09,19,13.649717499000076,51.02878520300004
2017,09,16,13.727244572000075,51.058002618000046
2017,09,07,13.715521297000066,51.099248266000075
2017,09,13,13.87287040900003,51.01262181300007
2017,09,11,13.86251280700003,51.01449394400004
2017,09,06,13.821496148000051,51.17004833200008
2017,09,15,13.66661146000007,51.07538126800006
2017,08,14,13.631044659000054,51.10903598800007
2017,09,05,13.759865171000058,51.081335566000064
2017,08,18,13.787288928000066,51.066976441000065
2017,08,15,13.704646870000033,51.13059278600008
2017,09,08,13.71803884700006,51.035895425000035
2017,09,20,13.725306974000034,51.043789282000034
2017,08,09,13.828873045000023,51.062111436000066
2017,09,05,13.791059208000036,51.121507172000065
2017,08,18,13.723594731000048,51.05519326700005
2017,08,11,13.747429562000036,51.05273744600004
2017,08,16,13.664745120000077,51.00406022100003
2017,09,08,13.69573796900005,51.04325290500003
2017,09,07,13.722619096000074,51.03347654400005
2017,08,18,13.73006268000006,51.08246023000004
2017,08,18,13.719698205000043,51.094320905000075
2017,08,19,13.76048637100007,51.08220682600006
2017,09,18,13.701435364000076,51.111445178000054
2017,08,16,13.724885094000058,51.07315542400005
2017,08,11,13.711962847000052,51.039599175000035
2017,08,19,13.788038194000023,51.00563530900007
2017,08,14,13.76148475900004,51.063973915000076
2017,08,08,13.703475737000076,51.08848134200008
2017,08,14,13.730399086000034,51.06929283100004
2017,08,15,13.766733332000058,51.09406238000008
2017,08,13,13.625250945000062,51.11005923000005
2017,09,18,13.704935215000035,51.03937455100004
2017,08,08,13.77138380100007,51.01104601900005
2017,08,12,13.741882743000076,51.04617570400006
2017,08,10,13.60497110800003,51.16211859400005
2017,08,16,13.731223606000071,51.03435484600004
2017,08,14,13.824961367000071,51.17645694500004
2017,08,02,13.738732435000031,51.06865955100005
2017,09,08,13.785877796000022,51.00797806500003
2017,08,07,13.74201942700006,51.06467532500005
2017,09,18,13.689706815000022,51.06178291800006
2017,08,12,13.660396922000075,51.00601775500007
2017,08,12,13.733129814000051,51.07633063800006
2017,08,17,13.705204086000037,51.085102531000075
2017,08,16,13.737293871000077,51.085435449000045
2017,08,18,13.736788707000073,51.063062251000076
2017,08,17,13.752955104000023,51.073867008000036
2017,08,08,13.725798774000054,51.032428002000074
2017,08,07,13.747519345000057,51.05164699200003
2017,09,06,13.725130892000038,51.087505641000064
2017,10,14,13.787391660000026,51.00619771700008
2017,10,19,13.76245306100003,51.085035693000066
